Ctrl_Mock_R1_Cell	Ctrl_Mock_R2_Cell	Ctrl_48hpi_R1_Cell	Brf1_Mock_R1_Cell	Brf1_Mock_R2_Cell	Brf1_48hpi_R1_Cell	Brf1_48hpi_R2_Cell	Ctrl_48hpi_R2_Cell	gene_id
PB.3.2184	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF66
PB.3.2185	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF66
PB.3.2186	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF66
PB.3.2187	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF66
PB.3.2188	0	0	1	0	0	3	3	0	gene-GAMMAHV.ORF66
PB.3.2189	0	0	1	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.219	0	0	2	0	0	3	4	1	gene-GAMMAHV.ORF66
PB.3.2190	0	0	3	0	0	3	1	2	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.2191	0	0	2	0	0	4	2	1	gene-GAMMAHV.ORF66
PB.3.2192	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.2193	0	0	1	0	0	0	1	1	gene-GAMMAHV.ORF66
PB.3.2194	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF66
PB.3.2195	0	0	1	0	0	2	0	0	gene-GAMMAHV.ORF66
PB.3.2196	0	0	0	0	0	0	1	3	gene-GAMMAHV.ORF66
PB.3.2197	0	0	1	0	0	2	0	0	gene-GAMMAHV.ORF66
PB.3.2198	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF66
PB.3.2199	0	0	2	0	0	1	0	0	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.22	0	0	0	0	0	2	0	0	gene-GAMMAHV.M2_gene-GAMMAHV.ORF67
PB.3.220	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF66
PB.3.2200	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.2201	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF66
PB.3.2202	0	0	32	0	0	6	11	14	gene-GAMMAHV.ORF66
PB.3.2203	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF66
PB.3.2204	0	0	4	0	0	1	3	1	gene-GAMMAHV.ORF66
PB.3.2205	0	0	0	0	0	1	4	1	gene-GAMMAHV.ORF66
PB.3.2206	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF66
PB.3.2207	0	0	2	0	0	1	0	0	gene-GAMMAHV.ORF66
PB.3.2208	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF66
PB.3.2209	0	0	1	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.221	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF67
PB.3.2210	0	0	1	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.2211	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF67_gene-MuHV4gp64
PB.3.2212	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF66
PB.3.2213	0	0	44	0	0	41	31	19	gene-GAMMAHV.ORF66
PB.3.2214	0	0	2	0	0	0	1	0	gene-GAMMAHV.ORF66
PB.3.2215	0	0	74	0	0	21	31	17	gene-GAMMAHV.ORF66
PB.3.2216	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF66
PB.3.2217	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.2218	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF66
PB.3.2219	0	0	2	0	0	5	10	14	gene-GAMMAHV.ORF66
PB.3.222	0	0	2	0	0	0	1	0	gene-MuHV4gp60_gene-GAMMAHV.ORF59_gene-GAMMAHV.ORF60
PB.3.2220	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF66
PB.3.2221	0	0	0	0	0	1	1	1	gene-GAMMAHV.ORF66
PB.3.2222	0	0	83	0	0	91	93	72	gene-GAMMAHV.ORF66
PB.3.2223	0	0	1	0	0	1	0	2	gene-GAMMAHV.ORF66
PB.3.2224	0	0	0	0	0	2	1	0	gene-GAMMAHV.ORF66
PB.3.2225	0	0	2	0	0	2	1	3	gene-GAMMAHV.ORF66
PB.3.2226	0	0	42	0	0	32	43	33	gene-GAMMAHV.ORF66
PB.3.2227	0	0	0	0	0	0	4	0	gene-GAMMAHV.ORF66
PB.3.2228	0	0	0	0	0	0	3	2	gene-GAMMAHV.ORF66
PB.3.2229	0	0	17	0	0	8	10	11	gene-GAMMAHV.ORF66
PB.3.223	0	0	2	0	0	1	2	1	gene-GAMMAHV.ORF67
PB.3.2230	0	0	3	0	0	7	5	3	gene-GAMMAHV.ORF66
PB.3.2231	0	0	4	0	0	3	3	2	gene-GAMMAHV.ORF66
PB.3.2232	0	0	0	0	0	0	3	0	gene-GAMMAHV.ORF66
PB.3.2233	0	0	1	0	0	1	4	2	gene-GAMMAHV.ORF66
PB.3.2234	0	0	78	0	0	109	140	61	gene-GAMMAHV.ORF66
PB.3.2235	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF66
PB.3.2236	0	0	0	0	0	0	4	1	gene-GAMMAHV.ORF66
PB.3.2237	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF66
PB.3.2238	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF66
PB.3.2239	0	0	6	0	0	3	1	3	gene-GAMMAHV.ORF66
PB.3.224	0	0	6	0	0	1	2	0	novelGene_gene-GAMMAHV.ORF4_AS_novelGene_gene-MuHV4gp04_AS_novelGene_gene-GAMMAHV.ORF6_AS
PB.3.2240	0	0	1	0	0	0	2	1	gene-GAMMAHV.ORF66
PB.3.2241	0	0	3	0	0	0	4	0	gene-GAMMAHV.ORF66
PB.3.2242	0	0	1	0	0	1	6	1	gene-GAMMAHV.ORF66
PB.3.2243	0	0	0	0	0	2	3	1	gene-GAMMAHV.ORF66
PB.3.2244	0	0	2	0	0	6	6	1	gene-GAMMAHV.ORF66
PB.3.2245	0	0	1	0	0	0	1	2	gene-GAMMAHV.ORF66
PB.3.2246	0	0	2	0	0	2	1	1	gene-GAMMAHV.ORF67
PB.3.2247	0	0	5	0	0	3	7	8	gene-GAMMAHV.ORF67
PB.3.2248	0	0	7	0	0	6	11	5	gene-GAMMAHV.ORF67
PB.3.2249	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF66
PB.3.225	0	0	0	0	0	1	1	0	novelGene_gene-GAMMAHV.ORF7_AS_novelGene_gene-GAMMAHV.ORF6_AS
PB.3.2250	0	0	62	0	0	134	128	50	gene-GAMMAHV.ORF67
PB.3.2251	0	0	0	0	0	2	1	0	gene-GAMMAHV.ORF67
PB.3.2252	0	0	7	0	0	18	23	9	gene-GAMMAHV.ORF67
PB.3.2253	0	0	7	0	0	17	6	4	gene-GAMMAHV.ORF67
PB.3.2254	0	0	0	0	0	3	1	2	gene-GAMMAHV.ORF67
PB.3.2255	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF67
PB.3.2256	0	0	2	0	0	2	0	1	gene-GAMMAHV.ORF67
PB.3.2257	0	0	1	0	0	0	0	2	gene-GAMMAHV.ORF67
PB.3.2258	0	0	0	0	0	1	3	1	gene-GAMMAHV.ORF67
PB.3.2259	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF67
PB.3.226	0	0	5	0	0	4	3	3	novelGene_gene-GAMMAHV.ORF9_AS_novelGene_gene-GAMMAHV.ORF7_AS_novelGene_gene-MuHV4gp08_AS
PB.3.2260	0	0	3	0	0	2	1	2	gene-GAMMAHV.ORF67
PB.3.2261	0	0	3	0	0	0	0	0	gene-GAMMAHV.ORF67
PB.3.2262	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF67
PB.3.2263	0	0	65	0	0	82	120	40	gene-GAMMAHV.ORF67
PB.3.2264	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF67
PB.3.2265	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF67
PB.3.2266	0	0	12	0	0	5	25	22	gene-GAMMAHV.ORF67
PB.3.2267	0	0	1	0	0	0	1	2	gene-GAMMAHV.ORF67
PB.3.2268	0	0	1	0	0	1	1	4	gene-GAMMAHV.ORF67
PB.3.2269	0	0	78	0	0	127	155	42	gene-GAMMAHV.ORF67
PB.3.227	0	0	0	0	0	0	2	0	gene-MuHV4gp60_gene-GAMMAHV.ORF62
PB.3.2270	0	0	2383	0	0	3585	4183	1325	gene-GAMMAHV.ORF67
PB.3.2271	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF67
PB.3.2272	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF67
PB.3.2273	0	0	0	0	0	1	1	0	gene-GAMMAHV.ORF67
PB.3.2274	0	0	19	0	0	6	7	5	gene-GAMMAHV.ORF67
PB.3.2275	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF67
PB.3.2276	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF66
PB.3.2277	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF67
PB.3.2278	0	0	0	0	0	1	1	1	gene-GAMMAHV.ORF67
PB.3.2279	0	0	0	0	0	0	0	2	gene-GAMMAHV.ORF66
PB.3.228	0	0	0	0	0	2	0	0	novelGene_2
PB.3.2280	0	0	3	0	0	2	1	2	gene-GAMMAHV.ORF67
PB.3.2281	0	0	0	0	0	1	2	1	gene-GAMMAHV.ORF67
PB.3.2282	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF67
PB.3.2283	0	0	2	0	0	2	2	0	gene-GAMMAHV.ORF67
PB.3.2284	0	0	4	0	0	3	2	1	gene-GAMMAHV.ORF67
PB.3.2285	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF67
PB.3.2286	0	0	1	0	0	1	1	0	gene-GAMMAHV.ORF67
PB.3.2287	0	0	1	0	0	0	1	2	gene-GAMMAHV.ORF67
PB.3.2288	0	0	9	0	0	5	14	3	gene-GAMMAHV.ORF67
PB.3.2289	0	0	2	0	0	0	1	0	gene-GAMMAHV.ORF67
PB.3.229	0	0	0	0	0	0	0	2	novelGene_gene-MuHV4gp08_AS_novelGene_gene-GAMMAHV.ORF9_AS_novelGene_gene-MuHV4gp11_AS_novelGene_gene-GAMMAHV.ORF7_AS_novelGene_gene-GAMMAHV.ORF10_AS
PB.3.2290	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF67
PB.3.2291	0	0	10	0	0	5	7	4	gene-GAMMAHV.ORF67
PB.3.2292	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF67
PB.3.2293	0	0	10	0	0	7	8	1	gene-GAMMAHV.ORF67
PB.3.2294	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF67
PB.3.2295	0	0	4	0	0	2	9	3	gene-GAMMAHV.ORF67
PB.3.2296	0	0	1	0	0	2	3	3	gene-GAMMAHV.ORF67
PB.3.2297	0	0	11	0	0	15	25	6	gene-GAMMAHV.ORF67
PB.3.2298	0	0	0	0	0	0	8	0	gene-GAMMAHV.ORF67
PB.3.2299	0	0	2	0	0	1	1	2	gene-GAMMAHV.ORF67
PB.3.23	0	0	1	0	0	1	0	0	gene-GAMMAHV.M2_gene-GAMMAHV.ORF67
PB.3.230	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF59_gene-MuHV4gp60_gene-GAMMAHV.ORF60
PB.3.2300	0	0	4	0	0	2	3	1	gene-GAMMAHV.ORF67
PB.3.2301	0	0	2	0	0	0	1	0	gene-GAMMAHV.ORF67
PB.3.2302	0	0	26	0	0	37	35	15	gene-GAMMAHV.ORF67
PB.3.2303	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF67
PB.3.2304	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF67
PB.3.2305	0	0	14	0	0	15	26	9	gene-GAMMAHV.ORF67
PB.3.2306	0	0	1	0	0	3	1	0	novelGene_gene-GAMMAHV.ORF68_AS
PB.3.2307	0	0	0	0	0	1	1	1	novelGene_gene-GAMMAHV.ORF68_AS
PB.3.2308	0	0	1	0	0	1	2	1	novelGene_gene-GAMMAHV.ORF68_AS
PB.3.2309	0	0	0	0	0	2	0	0	novelGene_gene-GAMMAHV.ORF68_AS
PB.3.231	0	0	13	0	0	9	8	7	novelGene_gene-GAMMAHV.ORF9_AS_novelGene_gene-MuHV4gp08_AS
PB.3.2310	0	0	2	0	0	4	4	1	novelGene_gene-GAMMAHV.ORF68_AS
PB.3.2311	0	0	0	0	0	1	2	1	novelGene_gene-GAMMAHV.ORF68_AS
PB.3.2312	0	0	1	0	0	0	0	1	novelGene_gene-GAMMAHV.ORF68_AS
PB.3.2313	0	0	4	0	0	2	4	15	novelGene_gene-GAMMAHV.M10c_AS_novelGene_gene-GAMMAHV.M10a_AS_novelGene_gene-MuHV4gp68_AS_novelGene_gene-GAMMAHV.M10b_AS
PB.3.2314	0	0	1	0	0	1	0	0	novelGene_gene-MuHV4gp68_AS
PB.3.2315	0	0	1	0	0	0	1	2	novelGene_gene-MuHV4gp68_AS_novelGene_gene-GAMMAHV.M10a_AS
PB.3.2316	0	0	0	0	0	1	0	1	gene-MuHV4gp76
PB.3.2317	0	0	1	0	0	1	1	0	gene-MuHV4gp76
PB.3.2318	0	0	0	0	0	1	0	1	gene-MuHV4gp72_gene-GAMMAHV.ORF73_gene-GAMMAHV.ORF75b
PB.3.2319	0	0	0	0	0	2	0	0	gene-MuHV4gp72_gene-GAMMAHV.ORF75b
PB.3.232	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF67
PB.3.2320	0	0	3	0	0	0	1	0	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.2321	0	0	1	0	0	0	0	1	gene-MuHV4gp72
PB.3.2322	0	0	1	0	0	2	0	0	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.2323	0	0	1	0	0	2	0	0	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.2324	0	0	0	0	0	0	1	1	gene-MuHV4gp72_gene-GAMMAHV.ORF75b
PB.3.2325	0	0	0	0	0	1	0	2	gene-MuHV4gp72_gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2326	0	0	0	0	0	1	0	1	gene-MuHV4gp72_gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.2327	0	0	442	0	0	709	537	245	gene-MuHV4gp76
PB.3.2328	0	0	0	0	0	0	2	0	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.2329	0	0	2	0	0	0	0	0	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.233	0	0	0	0	0	1	0	1	gene-GAMMAHV.K3_gene-GAMMAHV.ORF67
PB.3.2330	0	0	2	0	0	1	0	0	gene-MuHV4gp72_gene-GAMMAHV.ORF75b
PB.3.2331	0	0	1	0	0	1	0	0	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.2332	0	0	1	0	0	0	1	0	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.2333	0	0	0	0	0	1	2	0	gene-MuHV4gp72_gene-GAMMAHV.ORF75b
PB.3.2334	0	0	0	0	0	1	0	1	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.2335	0	0	1	0	0	0	2	0	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.2336	0	0	0	0	0	0	1	1	gene-MuHV4gp72
PB.3.2337	0	0	2	0	0	0	0	0	gene-MuHV4gp72_gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.2338	0	0	3	0	0	1	1	0	gene-MuHV4gp72_gene-GAMMAHV.ORF75b
PB.3.2339	0	0	1	0	0	0	0	1	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.234	0	0	0	0	0	2	1	0	gene-GAMMAHV.K3_gene-GAMMAHV.ORF67
PB.3.2340	0	0	1	0	0	1	1	0	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.2341	0	0	0	0	0	0	3	0	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.2342	0	0	3	0	0	1	2	0	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.2343	0	0	0	0	0	1	1	0	gene-MuHV4gp72_gene-GAMMAHV.ORF75b
PB.3.2344	0	0	2	0	0	1	0	0	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.2345	0	0	3	0	0	4	2	1	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.2346	0	0	0	0	0	1	1	0	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.2347	0	0	2	0	0	0	0	0	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.2348	0	0	1	0	0	2	1	0	gene-MuHV4gp72_gene-GAMMAHV.ORF75b
PB.3.2349	0	0	0	0	0	0	3	0	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.235	0	0	1	0	0	1	2	1	gene-GAMMAHV.K3_gene-GAMMAHV.ORF67
PB.3.2350	0	0	0	0	0	0	2	0	gene-MuHV4gp72_gene-GAMMAHV.ORF75b
PB.3.2351	0	0	1	0	0	0	2	3	gene-MuHV4gp72_gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2352	0	0	0	0	0	0	1	1	gene-MuHV4gp72_gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2353	0	0	0	0	0	0	1	1	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.2354	0	0	3	0	0	1	0	0	gene-MuHV4gp72_gene-GAMMAHV.ORF75b
PB.3.2355	0	0	0	0	0	0	2	0	gene-MuHV4gp72_gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.2356	0	0	0	0	0	0	2	0	gene-MuHV4gp72_gene-GAMMAHV.ORF73_gene-GAMMAHV.ORF75b
PB.3.2357	0	0	0	0	0	1	1	0	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.2358	0	0	0	0	0	2	0	0	gene-MuHV4gp72_gene-GAMMAHV.ORF73_gene-GAMMAHV.ORF75b
PB.3.2359	0	0	0	0	0	2	0	0	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.236	0	0	1	0	0	0	0	2	gene-GAMMAHV.K3_gene-GAMMAHV.ORF67
PB.3.2360	0	0	2	0	0	1	1	2	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.2361	0	0	2	0	0	1	2	1	gene-MuHV4gp72_gene-GAMMAHV.ORF75b
PB.3.2362	0	0	1	0	0	0	0	1	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.2363	0	0	0	0	0	1	0	1	gene-MuHV4gp72_gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.2364	0	0	1	0	0	2	0	0	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.2365	0	0	1	0	0	0	0	1	gene-MuHV4gp72_gene-GAMMAHV.ORF75b
PB.3.2366	0	0	0	0	0	2	0	0	gene-MuHV4gp72_gene-GAMMAHV.ORF75b
PB.3.2367	0	0	0	0	0	2	1	2	gene-MuHV4gp72_gene-GAMMAHV.ORF75b
PB.3.2368	0	0	1	0	0	1	0	1	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.2369	0	0	0	0	0	1	1	1	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.237	0	0	0	0	0	2	0	0	gene-GAMMAHV.K3_gene-GAMMAHV.ORF67
PB.3.2370	0	0	0	0	0	1	1	1	gene-MuHV4gp72_gene-GAMMAHV.ORF75b
PB.3.2371	0	0	0	0	0	1	1	0	gene-MuHV4gp72_gene-MuHV4gp76
PB.3.2372	0	0	1	0	0	1	0	1	gene-MuHV4gp72_gene-GAMMAHV.ORF75b
PB.3.2373	0	0	2	0	0	0	0	0	gene-MuHV4gp72_gene-GAMMAHV.ORF75b
PB.3.2374	0	0	91	0	0	215	197	118	gene-MuHV4gp76
PB.3.2375	0	0	1	0	0	2	0	0	gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.2376	0	0	0	0	0	0	1	1	gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.2377	0	0	1	0	0	0	1	1	gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.2378	0	0	1	0	0	1	0	0	gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.2379	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF73
PB.3.238	0	0	2	0	0	0	0	0	gene-GAMMAHV.K3_gene-GAMMAHV.ORF67
PB.3.2380	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.2381	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF73_gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2382	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.2383	0	0	3	0	0	1	0	1	gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.2384	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF73_gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2385	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.2386	0	0	0	0	0	1	2	0	gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.2387	0	0	687	0	0	1311	1198	719	gene-MuHV4gp76
PB.3.2388	0	0	2	0	0	0	1	0	gene-GAMMAHV.M14_gene-GAMMAHV.ORF73
PB.3.2389	0	0	0	0	0	1	0	1	gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.239	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF66_gene-GAMMAHV.K3
PB.3.2390	0	0	0	0	0	1	1	1	gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.2391	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.2392	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.2393	0	0	0	0	0	2	0	0	gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.2394	0	0	2	0	0	1	0	0	gene-GAMMAHV.ORF73_gene-GAMMAHV.ORF75b
PB.3.2395	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.2396	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.2397	0	0	2	0	0	0	0	0	gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.2398	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.2399	0	0	3	0	0	1	0	0	gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.24	0	0	14	0	0	28	28	5	gene-GAMMAHV.M2
PB.3.240	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF66_gene-GAMMAHV.K3
PB.3.2400	0	0	2	0	0	2	2	0	gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.2401	0	0	1	0	0	0	1	0	gene-GAMMAHV.ORF73_gene-MuHV4gp76
PB.3.2402	0	0	3	0	0	0	3	0	gene-GAMMAHV.M14_gene-GAMMAHV.ORF73
PB.3.2403	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF73_gene-GAMMAHV.ORF75b
PB.3.2404	0	0	1	0	0	1	0	0	gene-GAMMAHV.M14_gene-GAMMAHV.ORF73
PB.3.2405	0	0	2	0	0	5	2	1	gene-GAMMAHV.ORF73
PB.3.2406	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF73_gene-GAMMAHV.ORF75b
PB.3.2407	0	0	1	0	0	2	1	2	gene-GAMMAHV.ORF73
PB.3.2408	0	0	0	0	0	2	0	0	gene-MuHV4gp76
PB.3.2409	0	0	0	0	0	5	2	0	gene-MuHV4gp76
PB.3.241	0	0	1	0	0	0	0	1	gene-GAMMAHV.ORF66_gene-GAMMAHV.K3
PB.3.2410	0	0	0	0	0	0	2	0	gene-MuHV4gp76
PB.3.2411	0	0	0	0	0	1	1	0	gene-MuHV4gp76
PB.3.2412	0	0	2	0	0	3	5	3	gene-MuHV4gp76
PB.3.2413	0	0	2	0	0	0	2	0	gene-MuHV4gp76
PB.3.2414	0	0	1	0	0	2	1	1	gene-MuHV4gp76
PB.3.2415	0	0	1	0	0	0	1	0	gene-MuHV4gp76
PB.3.2416	0	0	0	0	0	0	2	0	gene-MuHV4gp76
PB.3.2417	0	0	11	0	0	14	21	11	gene-MuHV4gp76
PB.3.2418	0	0	0	0	0	0	2	0	gene-MuHV4gp76
PB.3.2419	0	0	0	0	0	0	1	2	gene-MuHV4gp76
PB.3.242	0	0	0	0	0	0	2	0	gene-GAMMAHV.ORF66_gene-GAMMAHV.K3
PB.3.2420	0	0	0	0	0	0	1	2	gene-MuHV4gp76
PB.3.2421	0	0	1	0	0	0	0	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2422	0	1	130626	0	0	217498	187206	128165	gene-MuHV4gp76
PB.3.2423	0	0	0	0	0	0	2	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2424	0	0	1	0	0	6	2	2	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2425	0	0	1	0	0	0	0	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2426	0	0	0	0	0	2	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2427	0	0	0	0	0	1	0	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2428	0	0	0	0	0	1	2	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2429	0	0	0	0	0	1	2	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.243	0	0	2	0	0	4	0	6	gene-GAMMAHV.ORF66_gene-GAMMAHV.K3
PB.3.2430	0	0	0	0	0	2	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2431	0	0	0	0	0	0	2	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2432	0	0	0	0	0	0	0	2	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2433	0	0	0	0	0	0	1	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2434	0	0	13	0	0	14	19	5	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2435	0	0	0	0	0	0	2	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2436	0	0	1	0	0	1	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2437	0	0	1	0	0	0	0	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2438	0	0	0	0	0	1	0	1	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2439	0	0	1	0	0	0	1	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.244	0	0	0	0	0	1	1	0	gene-GAMMAHV.K3_gene-GAMMAHV.ORF67
PB.3.2440	0	0	1	0	0	1	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2441	0	0	1	0	0	1	1	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2442	0	0	0	0	0	3	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2443	0	0	0	0	0	1	1	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2444	0	0	0	0	0	2	0	0	gene-MuHV4gp76_gene-GAMMAHV.ORF75b
PB.3.2445	0	0	0	0	0	2	0	1	gene-MuHV4gp76
PB.3.2446	0	0	0	0	0	1	0	2	gene-MuHV4gp76
PB.3.2447	0	0	0	0	0	3	0	0	gene-MuHV4gp76
PB.3.2448	0	0	0	0	0	0	2	0	gene-MuHV4gp76
PB.3.2449	0	0	1	0	0	1	0	0	gene-MuHV4gp76
PB.3.245	0	0	2	0	0	0	0	0	gene-GAMMAHV.K3_gene-GAMMAHV.ORF67
